titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios
Baba de Camelo;Sobremesa;Muito Fácil;15 min;380 Kcal;4.6;Leite condensado cozido | ovos;Separar gemas e claras | Misturar gemas com leite condensado | Bater claras em castelo | Envolver claras no doce suavemente | Levar ao frio;Vegetariano | Sem glúten
Mousse de Manga Rápida;Sobremesa;Fácil;15 min;210 Kcal;4.4;Polpa de manga | iogurte grego | leite condensado (pouco);Bater tudo no liquidificador até ficar cremoso | Levar ao frigorífico 2 horas;Vegetariano | Sem glúten | Sem ovo
Bolo de Cenoura com Chocolate;Sobremesa;Médio;50 min;420 Kcal;4.8;Cenouras | óleo | ovos | farinha | açúcar | chocolate para cobertura;Triturar cenoura com óleo e ovos | Juntar farinha e açúcar | Assar 40 min a 180 graus | Cobrir com chocolate derretido;Vegetariano | Sem lactose
Salada de Frutas Tropical;Sobremesa;Muito Fácil;20 min;120 Kcal;4.5;Manga | ananás | kiwi | morangos | sumo de laranja;Cortar todas as frutas em cubos pequenos | Envolver com sumo de laranja natural | Servir fresco;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Gelatina com Natas (Mosaico);Sobremesa;Médio;4 horas;250 Kcal;4.3;Gelatinas de várias cores | natas | leite condensado;Fazer gelatinas e cortar em cubos sólidos | Fazer creme de natas e leite condensado | Envolver cubos no creme | Levar ao frio a solidificar;Sem glúten | Sem ovo
Cheesecake de Frutos Vermelhos;Sobremesa;Médio;4 horas;480 Kcal;4.8;Bolacha maria | manteiga | queijo creme | natas | compota de frutos vermelhos;Base de bolacha triturada com manteiga | Creme batido de queijo e natas | Montar na forma | Cobrir com compota | Frigorífico 4h;Vegetariano | Sem ovo
Pêras Bêbedas;Sobremesa;Médio;40 min;190 Kcal;4.2;Pêras rocha | vinho tinto | açúcar | pau de canela | limão;Descascar pêras mantendo o pé | Cozer no vinho com açúcar e especiarias até ficarem vermelhas e macias;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem ovo
Brownie de Chocolate e Nozes;Sobremesa;Médio;40 min;410 Kcal;4.7;Chocolate preto | manteiga | açúcar | ovos | farinha | nozes;Derreter chocolate e manteiga | Bater ovos e açúcar | Juntar tudo e as nozes | Assar 25 min (deve ficar húmido no meio);Vegetariano
Panquecas de Aveia e Banana;Sobremesa;Muito Fácil;15 min;180 Kcal;4.5;Banana madura | ovo | flocos de aveia | canela;Esmagar banana | Misturar ovo e aveia | Fazer pequenas panquecas em frigideira antiaderente;Vegetariano | Sem glúten | Sem lactose | Sem açúcar
Arroz Doce Cremoso;Sobremesa;Médio;45 min;320 Kcal;4.6;Arroz carolino | leite | açúcar | casca de limão | canela em pó;Cozer arroz em água até abrir | Juntar leite quente aos poucos | Juntar açúcar no fim | Decorar com canela;Vegetariano | Sem glúten | Sem ovo
Mousse de Limão 3 Ingredientes;Sobremesa;Muito Fácil;10 min;260 Kcal;4.5;Leite condensado | natas | sumo de limão;Bater natas | Juntar leite condensado | Juntar sumo de limão (vai engrossar sozinho) | Levar ao frio;Vegetariano | Sem glúten | Sem ovo
Bolo de Caneca de Chocolate (Fit);Sobremesa;Muito Fácil;5 min;150 Kcal;4.1;1 ovo | cacau em pó | farinha de aveia | mel | fermento;Misturar tudo na caneca | Microondas 2 minutos | Pronto a comer;Vegetariano | Sem lactose
Pastel de Nata Caseiro;Sobremesa;Difícil;1 h 30 m;300 Kcal;4.9;Massa folhada de rolo | natas | leite | gemas | açúcar | limão;Fazer calda de açúcar | Aquecer leite e natas | Misturar tudo com gemas | Encher formas forradas com massa | Forno muito quente (250 graus) até queimar o topo;Vegetariano
Quiche de Legumes;Prato Principal;Fácil;50 min;320 Kcal;4.4;Massa quebrada | ovos | natas | espinafres | cogumelos | tomate cherry;Forrar tarteira com massa | Saltear legumes | Bater ovos com natas | Juntar tudo | Forno 30 min;Vegetariano | Sem açúcar
Hambúrguer de Grão e Beterraba;Prato Principal;Médio;40 min;280 Kcal;4.3;Grão de bico | beterraba ralada | aveia | cebola | cominhos;Triturar grão grosseiramente | Misturar beterraba e aveia | Moldar hambúrgueres | Assar ou grelhar;Vegan | Vegetariano | Sem lactose | Sem açúcar | Sem ovo
Espetadas de Fruta;Sobremesa;Muito Fácil;10 min;90 Kcal;4.2;Morangos | banana | uvas | melão;Cortar fruta em cubos | Enfiar em pauzinhos de espetada | Servir fresco;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Gelado de Banana (Nicecream);Sobremesa;Muito Fácil;5 min;110 Kcal;4.6;Bananas congeladas em rodelas | cacau em pó (opcional);Triturar bananas congeladas no processador até virar creme gelado | Servir imediato;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Sumo Detox Verde;Entrada;Muito Fácil;5 min;60 Kcal;4.1;Espinafres | maçã | pepino | gengibre | água;Triturar tudo no liquidificador | Beber fresco;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Torrada de Abacate e Ovo;Prato Principal;Muito Fácil;10 min;350 Kcal;4.7;Pão torrado | abacate esmagado | ovo escalfado | sementes;Barrar pão com abacate | Colocar ovo por cima | Temperar com sal e pimenta;Vegetariano | Sem açúcar
Sopa de Peixe;Entrada;Médio;50 min;220 Kcal;4.5;Cabeças de peixe (para caldo) | massa cotovelinhos | camarão | coentros | tomate;Fazer caldo com peixe e coar | Refogar tomate | Juntar caldo e massa | Juntar camarão no fim e coentros;Sem lactose | Sem açúcar | Sem ovo
Carne de Porco à Alentejana;Prato Principal;Médio;1 h 20 m;680 Kcal;4.8;Carne porco em cubos | ameijoas | batata frita cubos | massa pimentão | coentros;Marinar carne em massa pimentão e vinho | Fritar carne | Juntar ameijoas até abrir | Envolver com batatas fritas e coentros;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bolas de Berlim (No Forno);Sobremesa;Difícil;2 horas;400 Kcal;4.6;Farinha | fermento padeiro | leite | ovos | creme pasteleiro;Fazer massa levedada | Deixar crescer | Formar bolas e assar | Rechear com creme;Vegetariano
Choco Frito à Setubalense;Prato Principal;Médio;45 min;580 Kcal;4.7;Tiras de choco | farinha de milho | limão | óleo;Temperar choco com limão e alho | Passar por farinha de milho | Fritar em óleo abundante até dourar;Sem lactose | Sem açúcar
Wrap de Atum e Alface;Prato Principal;Muito Fácil;10 min;320 Kcal;4.3;Tortilha de trigo | atum | maionese | milho | alface;Misturar atum, milho e maionese | Espalhar na tortilha | Adicionar alface | Enrolar;Sem açúcar
Arroz de Marisco;Prato Principal;Difícil;1 h 10 m;580 Kcal;4.8;Arroz carolino | mistura de marisco | camarão | ameijoas | coentros | tomate | vinho branco;Fazer refogado com cebola, alho e tomate | Juntar mariscos e deixar abrir | Adicionar água do marisco e arroz | Deixar o arroz malandrinho | Polvilhar com coentros frescos;Sem lactose | Sem açúcar | Sem glúten
Vitela Assada no Forno;Prato Principal;Difícil;2 h 30 m;750 Kcal;4.9;Pedaço de vitela | batatas pequenas | vinho branco | alho | colorau | banha;Temperar a carne de véspera com vinho e alho | Colocar na assadeira com batatas | Assar lentamente regando com o molho | Tostar no fim para ficar crocante;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bifanas à Moda do Porto;Prato Principal;Médio;45 min;620 Kcal;4.7;Fêveras de porco finas | pão de água | molho de tomate | cerveja | piri-piri | alho;Fazer um molho picante com cerveja e especiarias | Cozinhar as fêveras no molho lentamente | Servir dentro do pão com muito molho;Sem açúcar | Sem lactose | Sem ovo
Salada de Quinoa e Abacate;Prato Principal;Muito Fácil;20 min;320 Kcal;4.5;Quinoa cozida | abacate | tomate cherry | pepino | limão | azeite;Cozinhar a quinoa e deixar arrefecer | Cortar legumes em cubos | Misturar tudo e temperar com limão e azeite;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Sopa da Pedra;Prato Principal;Difícil;2 horas;680 Kcal;4.8;Feijão encarnado | carne de porco | chouriço | morcela | batata | couve;Cozer carnes e feijão | Juntar batatas em cubos e enchidos | Deixar apurar até o caldo ficar grosso | Juntar coentros no fim;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bolo de Laranja Húmido;Sobremesa;Fácil;50 min;350 Kcal;4.6;Laranjas inteiras | ovos | açúcar | farinha | óleo;Triturar laranjas com casca (sem caroços) com óleo e ovos | Juntar secos | Assar a 180 graus | Regar com sumo de laranja no fim;Vegetariano | Sem lactose
Massada de Peixe;Prato Principal;Médio;40 min;480 Kcal;4.5;Massas cotovelos | lombos de peixe | camarão | hortelã | tomate;Fazer base de tomate e cebola | Juntar peixe e água | Adicionar massa e cozer tudo junto | Juntar hortelã fresca no final;Sem lactose | Sem açúcar
Panquecas de Espinafres (Fit);Entrada;Muito Fácil;15 min;180 Kcal;4.3;Espinafres | ovo | farinha de aveia | iogurte natural;Triturar tudo no liquidificador | Fazer panquecas em frigideira antiaderente | Servir com queijo fresco;Vegetariano | Sem açúcar
Caril de Legumes e Tofu;Prato Principal;Médio;35 min;310 Kcal;4.4;Tofu | brócolos | cenoura | leite de coco | caril em pó;Saltear tofu e legumes | Juntar leite de coco e especiarias | Deixar engrossar o molho;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Açorda à Alentejana;Prato Principal;Fácil;20 min;350 Kcal;4.6;Pão alentejano duro | água | muito alho | coentros | azeite | ovos escalfados;Esmagar alho e coentros com sal | Juntar azeite e água a ferver | Deitar sobre o pão fatiado | Servir com ovo escalfado;Vegetariano | Sem açúcar | Sem lactose
Mousse de Chocolate Vegan (Aquafaba);Sobremesa;Médio;30 min;220 Kcal;4.5;Água de grão de bico (aquafaba) | chocolate preto 70% | açúcar em pó;Bater a água do grão até ficar em castelo firme | Derreter chocolate | Envolver suavemente | Levar ao frio;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem ovo
Frango Assado com Limão;Prato Principal;Médio;1 h 15 m;550 Kcal;4.6;Frango inteiro | limões | manteiga | tomilho | batatas;Rechear frango com limão | Barrar com manteiga e ervas | Assar com batatas à volta até a pele estar estaladiça;Sem glúten | Sem açúcar | Sem ovo
Salada de Grão e Atum;Prato Principal;Muito Fácil;10 min;380 Kcal;4.4;Grão de bico | atum em lata | ovo cozido | salsa | cebola picada;Misturar todos os ingredientes numa taça | Temperar com azeite e vinagre | Servir frio;Sem glúten | Sem lactose | Sem açúcar
Bolo Mármore;Sobremesa;Médio;1 hora;420 Kcal;4.5;Farinha | açúcar | ovos | manteiga | cacau em pó;Fazer massa base de bolo | Dividir em duas partes | Juntar cacau a uma parte | Alternar as massas na forma para efeito mármore;Vegetariano
Lulas Recheadas;Prato Principal;Difícil;1 h 20 m;460 Kcal;4.7;Lulas inteiras limpas | chouriço | cebola | pão ralado | tomate;Picar tentáculos com chouriço e cebola | Rechear as lulas e fechar com palito | Estufar em molho de tomate lento;Sem lactose | Sem açúcar
Smoothie de Morango e Banana;Entrada;Muito Fácil;5 min;150 Kcal;4.5;Morangos | banana | leite ou bebida vegetal;Triturar tudo até ficar cremoso | Servir gelado;Vegetariano | Sem glúten | Sem açúcar | Sem ovo
Costeletas de Porco Grelhadas;Prato Principal;Muito Fácil;15 min;480 Kcal;4.3;Costeletas | alho | limão | sal | pimenta;Temperar carne | Grelhar em chapa bem quente | Regar com sumo de limão no final;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Tarte de Amêndoa (Picado de Abelha);Sobremesa;Médio;50 min;580 Kcal;4.9;Base de massa quebrada | amêndoa laminada | açúcar | manteiga | leite;Cozer a base da tarte | Fazer caramelo com amêndoa, manteiga e açúcar | Deitar sobre a tarte e levar a gratinar;Vegetariano | Sem ovo
Empadão de Carne;Prato Principal;Médio;1 hora;650 Kcal;4.6;Puré de batata | carne picada estufada | ovo para pincelar;Fazer estufado de carne saboroso | Num tabuleiro colocar carne no fundo e puré por cima | Pincelar com ovo e fazer desenhos | Forno até dourar;Sem glúten | Sem açúcar
Salada Russa;Entrada;Médio;40 min;320 Kcal;4.4;Batata | cenoura | ervilhas | feijão verde | maionese | ovo;Cozer todos os legumes em cubos | Deixar arrefecer | Envolver em maionese | Decorar com ovo cozido;Vegetariano | Sem glúten | Sem açúcar
Creme de Legumes Simples;Entrada;Muito Fácil;30 min;120 Kcal;4.5;Abóbora | cenoura | cebola | batata | azeite;Cozer legumes em água e sal | Triturar tudo | Adicionar fio de azeite cru no final;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Espetadas de Peru;Prato Principal;Fácil;25 min;350 Kcal;4.4;Peito de peru em cubos | pimento | cebola | chouriço;Montar espetadas alternando carne e vegetais | Grelhar no carvão ou chapa;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bolo de Caneca de Aveia e Maçã;Sobremesa;Muito Fácil;5 min;190 Kcal;4.2;Farinha de aveia | maçã ralada | canela | ovo | mel;Misturar tudo na caneca | Microondas 2 a 3 minutos;Vegetariano | Sem lactose
Bacalhau à Gomes de Sá;Prato Principal;Médio;50 min;520 Kcal;4.8;Bacalhau em lascas | batata cozida | cebola | ovo cozido | azeitonas;Refogar cebola em azeite | Juntar bacalhau e batatas às rodelas | Levar ao forno a aquecer | Decorar com ovo e azeitonas;Sem glúten | Sem lactose | Sem açúcar
Mousse de Lima;Sobremesa;Fácil;20 min;340 Kcal;4.6;Leite condensado | iogurte grego | sumo de lima | raspa de lima;Misturar tudo vigorosamente | Levar ao frio para ganhar consistência;Vegetariano | Sem glúten | Sem ovo
Wrap de Frango e Abacate;Prato Principal;Muito Fácil;10 min;410 Kcal;4.5;Tortilha | sobras de frango | abacate | alface | tomate;Aquecer tortilha | Rechear com ingredientes frescos | Enrolar apertado;Sem açúcar
Arroz de Tomate e Feijão;Prato Principal;Fácil;35 min;280 Kcal;4.4;Arroz | feijão manteiga | polpa de tomate | cebola | pimento;Refogar cebola e pimento | Juntar tomate e água | Cozer o arroz no molho | Juntar feijão no fim;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Bife de Atum de Cebolada;Prato Principal;Fácil;25 min;390 Kcal;4.5;Bife de atum fresco | cebola | pimento | tomate | batata cozida;Fazer cebolada rica com pimentos | Selar o atum (não cozer demais) | Cobrir atum com a cebolada;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Papas de Aveia (Porridge);Entrada;Muito Fácil;10 min;250 Kcal;4.6;Flocos de aveia | leite ou água | mel | canela | fruta;Cozer aveia no líquido até ficar papa | Adoçar com mel | Servir com fruta fresca;Vegetariano | Sem glúten | Sem ovo
Salada de Polvo;Entrada;Médio;50 min;210 Kcal;4.8;Polvo cozido | cebola picada | pimento verde | salsa | vinagre;Cortar polvo em pedacinhos | Misturar com vegetais picados | Temperar com muito azeite e vinagre;Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Migas à Alentejana;Prato Principal;Médio;30 min;580 Kcal;4.7;Pão caseiro | carne de porco frita (rojões) | banha | alho | massa pimentão;Aproveitar a gordura da carne | Envolver o pão amolecido na gordura com alho | Bater as migas até formarem rolo;Sem açúcar | Sem lactose | Sem ovo
Geleia de Morango Caseira;Sobremesa;Médio;45 min;180 Kcal;4.5;Morangos | açúcar | sumo de limão;Cozer fruta com açúcar lentamente | Deixar atingir ponto de estrada | Guardar em frascos;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem ovo
Tortilha de Espinafres e Cogumelos;Prato Principal;Fácil;20 min;260 Kcal;4.4;Ovos | espinafres | cogumelos | alho;Saltear vegetais | Juntar ovos batidos | Cozinhar em lume brando até firmar;Vegetariano | Sem glúten | Sem lactose | Sem açúcar
Batido de Proteína (Pós-Treino);Entrada;Muito Fácil;5 min;200 Kcal;4.3;Proteína whey | banana | manteiga de amendoim | água;Bater tudo no liquidificador;Vegetariano | Sem glúten | Sem açúcar | Sem ovo
Alheira de Mirandela com Ovo;Prato Principal;Fácil;20 min;650 Kcal;4.6;Alheira | ovo | batata frita | grelos;Fritar alheira em lume brando (ou forno) | Estrelar ovo | Servir com batatas e grelos salteados;Sem glúten | Sem lactose | Sem açúcar
Bolo de Bolacha Sem Manteiga;Sobremesa;Fácil;40 min;320 Kcal;4.4;Bolacha maria | natas | café | açúcar;Bater natas em chantilly | Alternar camadas de bolacha molhada em café e natas;Vegetariano | Sem ovo
Caldeirada de Peixe;Prato Principal;Difícil;1 h 10 m;450 Kcal;4.7;Peixes variados | batata | pimento | tomate | cebola | vinho branco;Camadas de vegetais e peixe no tacho | Regar com vinho e azeite | Cozinhar sem mexer (agitar tacho apenas);Sem glúten | Sem lactose | Sem açúcar | Sem ovo
Salada de Cuscus e Legumes Assados;Prato Principal;Médio;40 min;340 Kcal;4.5;Cuscus | beringela | courgette | pimento | queijo feta;Assar legumes no forno | Hidratar cuscus | Misturar tudo e juntar queijo feta;Vegetariano | Sem açúcar | Sem ovo
Ovos Rotos com Presunto;Entrada;Fácil;25 min;520 Kcal;4.8;Batata frita palitos | ovos estrelados | presunto serrano;Fritar batatas | Colocar ovos com gema mole por cima | Rasgar os ovos e misturar com presunto;Sem glúten | Sem lactose | Sem açúcar
Pataniscas de Bacalhau;Prato Principal;Médio;40 min;380 Kcal;4.6;Bacalhau desfiado | farinha | ovo | água com gás | salsa | cebola;Fazer polme com farinha, ovo e água | Juntar bacalhau e salsa | Fritar colheradas em óleo quente;Sem lactose | Sem açúcar
Arroz de Feijão com Panados;Prato Principal;Médio;50 min;680 Kcal;4.7;Feijão vermelho | arroz | carne de porco fatiada | pão ralado | ovo;Cozer arroz com feijão e couve | Panar a carne (farinha, ovo, pão) | Fritar panados;Sem açúcar | Sem lactose
Esparguete de Curgete (Zoodles);Prato Principal;Muito Fácil;15 min;120 Kcal;4.3;Curgete | tomate cherry | pesto | queijo parmesão;Espiralizar curgete | Saltear 2 min na frigideira | Envolver com pesto e tomate;Vegetariano | Sem glúten | Sem açúcar | Sem ovo
Salada de Frango e Ananás;Prato Principal;Fácil;20 min;360 Kcal;4.5;Frango cozido | ananás | milho | alface | molho cocktail;Misturar tudo numa saladeira | Servir fresco;Sem glúten | Sem açúcar
Queijadas de Sintra;Sobremesa;Difícil;1 h 10 m;310 Kcal;4.8;Queijo fresco | açúcar | gemas | farinha | canela;Fazer massa fina para forrar formas | Bater recheio de queijo e gemas | Assar até dourar;Vegetariano
Sopa de Tomate com Ovo;Prato Principal;Fácil;35 min;280 Kcal;4.5;Tomate maduro | cebola | pão torrado | ovo escalfado;Refogar muita cebola e tomate | Juntar água | Escalfar ovos no caldo | Servir sobre pão;Vegetariano | Sem lactose | Sem açúcar
Bife com Molho de Café;Prato Principal;Fácil;20 min;540 Kcal;4.6;Bife da vazia | café expresso | natas | manteiga | alho;Fritar bife em manteiga e alho | Retirar carne | Juntar café e natas na frigideira | Deixar engrossar e regar carne;Sem glúten | Sem açúcar | Sem ovo
Tarte de Lima Merengada;Sobremesa;Difícil;1 h 30 m;420 Kcal;4.9;Bolacha | leite condensado | limas | claras | açúcar;Base de bolacha | Recheio de lima e leite condensado | Cobrir com merengue e queimar;Vegetariano
Salada de Bacalhau com Grão;Prato Principal;Fácil;20 min;390 Kcal;4.6;Bacalhau cozido | grão de bico | cebola picada | ovo cozido | salsa;Desfiar bacalhau | Misturar com grão e cebola | Temperar com muito azeite e vinagre;Sem glúten | Sem lactose | Sem açúcar
Pão de Deus;Entrada;Médio;2 horas;350 Kcal;4.7;Farinha | coco | ovos | açúcar | leite;Massa levedada tipo brioche | Cobertura de coco e ovo | Assar até dourar o coco;Vegetariano
Feijão Verde à Jardinheira;Entrada;Fácil;25 min;160 Kcal;4.3;Feijão verde | cenoura | tomate | cebola | azeite;Refogar cebola e tomate | Juntar feijão e cenoura | Estufar lentamente no próprio suco;Vegan | Vegetariano | Sem glúten | Sem lactose | Sem açúcar | Sem ovo
